company_name,high,low,last_price,prev_close,change,percent_gain
Tata Elxsi,"6,221.95","6,094.95","6,169.80","6,125.40",44.4,0.72
Adani Total Gas,628.00,613.05,620.45,616.05,4.4,0.71
AstraZeneca,"7,125.00","6,950.10","7,100.00","7,050.00",50,0.71
Sona BLW,511.95,493.35,500.75,497.20,3.55,0.71
SBI Card,776.85,721.00,764.30,759.10,5.2,0.69
SBI,760.80,749.80,757.55,752.40,5.15,0.68
AU Small Financ,603.60,588.00,592.60,588.70,3.9,0.66
Hind Zinc,444.95,430.00,436.05,433.20,2.85,0.66
Gland,"1,508.00","1,480.00","1,495.75","1,486.25",9.5,0.64
Capri Global,178.70,166.62,176.68,175.59,1.09,0.62
Capri Global,178.70,166.62,176.68,175.59,1.09,0.62
UNO Minda,914.70,885.55,893.90,888.45,5.45,0.61
KFin Tech,"1,101.50","1,047.25","1,079.50","1,073.05",6.45,0.6
Aster DM Health,480.55,466.95,476.05,473.45,2.6,0.55
Finolex Cables,984.45,967.30,979.05,974.10,4.95,0.51
Welspun Living,149.50,145.67,148.35,147.59,0.76,0.51
Atul,"6,287.70","6,172.50","6,261.55","6,232.05",29.5,0.47
Elgi Equipments,530.05,521.15,525.00,522.60,2.4,0.46
UTI AMC,"1,069.80",994.00,"1,056.75","1,052.00",4.75,0.45
ICICI Bank,"1,255.80","1,243.05","1,252.15","1,246.90",5.25,0.42
IDBI Bank,80.04,77.61,78.02,77.69,0.33,0.42
HEG,406.95,399.15,402.70,401.15,1.55,0.39
HEG,406.95,399.15,402.70,401.15,1.55,0.39
TVS Supply,144.33,139.63,139.96,139.42,0.54,0.39
Bank of Baroda,224.90,221.07,222.60,221.76,0.84,0.38
Varroc Engineer,564.50,551.15,555.30,553.25,2.05,0.37
360 ONE WAM,"1,022.70",936.90,"1,016.50","1,013.05",3.45,0.34
360 ONE WAM,"1,022.70",936.90,"1,016.50","1,013.05",3.45,0.34
Tanla Platforms,581.60,547.10,550.30,548.50,1.8,0.33
Varun Beverages,545.50,537.05,541.05,539.35,1.7,0.32
Varun Beverages,545.50,537.05,541.05,539.35,1.7,0.32
Varun Beverages,545.50,537.05,541.05,539.35,1.7,0.32
HDFC Bank,"1,681.15","1,668.85","1,675.65","1,670.40",5.25,0.31
G R Infra,"1,277.85","1,252.10","1,253.25","1,249.45",3.8,0.3
JB Chemicals,"1,732.95","1,692.00","1,719.65","1,714.45",5.2,0.3
JB Chemicals,"1,732.95","1,692.00","1,719.65","1,714.45",5.2,0.3
Motherson SWI,54.90,53.50,54.00,53.86,0.14,0.26
Apollo Tyres,429.30,422.55,424.80,423.75,1.05,0.25
Olectra Greente,"1,342.95","1,305.00","1,315.30","1,312.10",3.2,0.24
CG Consumer,350.55,343.15,343.65,342.85,0.8,0.23
CIEINDIA,461.80,450.60,452.00,451.05,0.95,0.21
JM Financial,108.32,95.28,107.30,107.09,0.21,0.2
Aditya Birla F,273.25,263.45,265.75,265.25,0.5,0.19
Adani Green Ene,"1,006.35",983.30,989.00,987.30,1.7,0.17
JK Lakshmi Cem,827.20,808.85,814.65,813.30,1.35,0.17
Apar Ind,"7,220.00","6,690.00","7,184.60","7,173.70",10.9,0.15
Dr Reddys Labs,"1,192.45","1,173.50","1,183.05","1,181.25",1.8,0.15
Dr Reddys Labs,"1,192.45","1,173.50","1,183.05","1,181.25",1.8,0.15
Interglobe Avi,"4,308.95","4,230.00","4,287.10","4,282.50",4.6,0.11
Axis Bank,988.65,977.60,984.80,983.80,1,0.1
Reliance,"1,242.75","1,228.05","1,235.55","1,234.40",1.15,0.09
Astral Ltd,"1,493.80","1,462.65","1,472.25","1,471.20",1.05,0.07
Ashok Leyland,206.50,203.30,204.86,204.73,0.13,0.06
GMR Airports,73.71,70.88,71.10,71.06,0.04,0.06
Amara Raja,"1,070.00","1,021.00","1,029.80","1,029.35",0.45,0.04
Avenue Supermar,"3,586.20","3,540.95","3,560.90","3,559.30",1.6,0.04
Gillette India,"8,759.95","8,514.95","8,684.85","8,681.60",3.25,0.04
