company_name,high,low,last_price,prev_close,change,percent_gain
HINDPETRO,383.30,380.00,381.15,380.90,0.25,0.07
PNB Housing Fin,978.75,965.00,967.70,967.05,0.65,0.07
Torrent Pharma,"3,224.00","3,191.05","3,205.00","3,202.65",2.35,0.07
Alkem Lab,"5,837.55","5,780.00","5,783.00","5,779.25",3.75,0.06
LTIMindtree,"5,760.65","5,701.05","5,713.85","5,710.85",3,0.05
Oil India,478.25,469.00,472.00,471.75,0.25,0.05
Sun Pharma Adv,218.58,215.06,216.00,215.90,0.1,0.05
Mastek,"2,920.00","2,880.00","2,890.00","2,888.90",1.1,0.04
HDFC Bank,"1,744.10","1,726.10","1,736.15","1,735.70",0.45,0.03
ICICI Lombard ,"1,946.00","1,905.45","1,918.00","1,917.35",0.65,0.03
Hitachi Energy,"14,040.45","13,800.00","13,821.35","13,819.00",2.35,0.02
One 97 Paytm,773.00,756.00,758.95,758.90,0.05,0.01
